,Registration_date,Longitude,Latitude,Annual_underground_extraction_m3,Entitlement,Permited_use,Municipality_name,Year
483,1996-06-28,-99.15805555555556,19.316111111111113,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
484,1996-06-28,-99.17291666666667,19.32397222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
485,1996-06-28,-99.16294444444445,19.307194444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
486,1996-06-28,-99.15291666666667,19.305722222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
487,1996-06-28,-99.15641666666667,19.328972222222223,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
488,1996-06-28,-99.13366666666667,19.280277777777776,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
489,1996-06-28,-99.15158333333333,19.331694444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
490,1996-06-28,-99.05588888888889,19.241777777777777,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
491,1996-06-28,-99.05513888888889,19.244972222222223,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
492,1996-06-28,-99.05458333333333,19.236805555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
493,1996-06-28,-99.0135,19.2435,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
494,1996-06-28,-99.11158333333333,19.236805555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
495,1996-06-28,-99.09283333333333,19.232666666666663,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
496,1996-06-28,-99.09136111111111,19.235444444444447,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
497,1996-06-28,-99.19055555555556,19.27861111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
498,1996-06-28,-99.16086111111112,19.3545,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
499,1996-06-28,-99.17997222222223,19.286083333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
500,1996-06-28,-99.20952777777778,19.297416666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
501,1996-06-28,-99.22797222222222,19.307222222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,LA MAGDALENA CONTRERAS,1996
502,1996-06-28,-99.1563888888889,19.311944444444446,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
503,1996-06-28,-99.17027777777778,19.31838888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
504,1996-06-28,-99.11294444444444,19.31341666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
505,1996-06-28,-99.17875000000001,19.300944444444447,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
506,1996-06-28,-99.17186111111111,19.29180555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
507,1996-06-28,-99.1538888888889,19.358055555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
508,1996-06-28,-99.18111111111112,19.29002777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
509,1996-06-28,-99.15333333333334,19.511111111111113,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
510,1996-06-28,-99.12194444444444,19.34113888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
511,1996-06-28,-99.08205555555556,19.330222222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
512,1996-06-28,-99.08472222222221,19.30777777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
513,1996-06-28,-99.11749999999999,19.42388888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,VENUSTIANO CARRANZA,1996
514,1996-06-28,-99.11611111111111,19.38861111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTACALCO,1996
515,1996-06-28,-99.14111111111112,19.52861111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
516,1996-06-28,-99.09638888888888,19.48222222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
517,1996-06-28,-99.07527777777777,19.38722222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
518,1996-06-28,-99.20805555555556,19.34361111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
519,1996-06-28,-99.0765,19.480749999999997,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
520,1996-06-28,-99.20527777777778,19.366666666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
521,1996-06-28,-99.20591666666667,19.37163888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
522,1996-06-28,-99.14527777777778,19.478055555555553,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
523,1996-06-28,-99.19944444444445,19.299444444444447,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
524,1996-06-28,-99.12777777777777,19.264444444444443,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
525,1996-06-28,-99.12419444444444,19.25975,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
526,1996-06-28,-99.11952777777778,19.256194444444443,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
527,1996-06-28,-99.11566666666666,19.254722222222224,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
528,1996-06-28,-99.13055555555555,19.24138888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
529,1996-06-28,-99.11611111111111,19.24527777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
530,1996-06-28,-99.10222222222221,19.246111111111112,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
531,1996-06-28,-99.16083333333334,19.37138888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
532,1996-06-28,-99.14361111111111,19.330833333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
533,1996-06-28,-99.12755555555555,19.28505555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
534,1996-06-28,-99.11008333333332,19.290916666666668,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
535,1996-06-28,-99.11144444444444,19.293000000000003,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
536,1996-06-28,-99.13175,19.319222222222223,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
537,1996-06-28,-99.11972222222222,19.346666666666664,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
538,1996-06-28,-99.10027777777778,19.30611111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
539,1996-06-28,-99.10249999999999,19.322499999999998,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
540,1996-06-28,-99.10627777777778,19.326583333333332,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
541,1996-06-28,-99.12888888888888,19.304861111111112,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
542,1996-06-28,-99.14272222222223,19.306722222222223,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
543,1996-06-28,-99.15619444444445,19.299083333333336,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
544,1996-06-28,-99.16088888888889,19.301666666666666,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
545,1996-06-28,-99.15,19.28805555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
546,1996-06-28,-99.15694444444445,19.286250000000003,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
547,1996-06-28,-99.13722222222223,19.28072222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
548,1996-06-28,-99.13269444444444,19.275666666666666,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
549,1996-06-28,-99.182,19.3035,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
550,1996-06-28,-99.22694444444444,19.299166666666668,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
551,1996-06-28,-99.15280555555556,19.272222222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
552,1996-06-28,-99.00927777777778,19.242833333333333,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
553,1996-06-28,-99.05388888888889,19.22,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
554,1996-06-28,-99.00730555555556,19.20411111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
555,1996-06-28,-99.01025,19.196361111111113,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
556,1996-06-28,-99.16008333333333,19.26897222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
557,1996-06-28,-99.00169444444444,19.197666666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
558,1996-06-28,-99.00402777777778,19.200972222222223,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
559,1996-06-28,-99.00786111111111,19.201,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
560,1996-06-28,-99.012,19.201944444444443,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
561,1996-06-28,-99.00177777777778,19.20111111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
562,1996-06-28,-99.001,19.205861111111112,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
563,1996-06-28,-99.15669444444445,19.26763888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
564,1996-06-28,-99.15400000000001,19.271,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
565,1996-06-28,-99.15050000000001,19.273833333333332,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
566,1996-06-28,-99.14222222222223,19.273999999999997,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
567,1996-06-28,-99.14819444444446,19.276944444444442,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
568,1996-06-28,-99.14916666666667,19.27111111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
569,1996-06-28,-99.10794444444444,19.241777777777777,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
570,1996-06-28,-99.14200000000001,19.269055555555553,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
571,1996-06-28,-99.0213888888889,19.25311111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
572,1996-06-28,-99.01580555555556,19.247583333333335,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
573,1996-06-28,-99.12422222222222,19.236944444444447,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
574,1996-06-28,-99.13033333333333,19.23222222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
575,1996-06-28,-99.09766666666667,19.235833333333336,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
576,1996-06-28,-99.09777777777778,19.22861111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
577,1996-06-28,-99.07111111111111,19.24038888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
578,1996-06-28,-99.11516666666667,19.242472222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
579,1996-06-28,-99.13958333333333,19.26586111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
580,1996-06-28,-99.07888888888888,19.294222222222224,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
581,1996-06-28,-98.99972222222222,19.282777777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
582,1996-06-28,-99.06602777777778,19.313694444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
583,1996-06-28,-99.07275,19.31038888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
584,1996-06-28,-99.06388888888888,19.32472222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
585,1996-06-28,-99.00536111111111,19.30038888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
586,1996-06-28,-99.00916666666667,19.290277777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
587,1996-06-28,-99.05458333333333,19.307805555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
588,1996-06-28,-99.06194444444444,19.305833333333332,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
589,1996-06-28,-99.06097222222222,19.309916666666666,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
590,1996-06-28,-99.024,19.25636111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
591,1996-06-28,-99.0385,19.255166666666668,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
592,1996-06-28,-99.04566666666666,19.251944444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
593,1996-06-28,-99.04675,19.25363888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
594,1996-06-28,-99.05041666666666,19.251277777777776,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
595,1996-06-28,-99.06238888888889,19.2535,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
596,1996-06-28,-99.06722222222221,19.25475,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
597,1996-06-28,-99.05666666666666,19.246944444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
598,1996-06-28,-99.07083333333333,19.25036111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
599,1996-06-28,-99.07891666666666,19.245916666666666,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
600,1996-06-28,-99.1271111111111,19.267305555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
601,1996-06-28,-99.08725,19.24713888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
602,1996-06-28,-99.02980555555555,19.260055555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
603,1996-06-28,-99.12138888888889,19.21861111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
604,1996-06-28,-99.02855555555556,19.259916666666665,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
605,1996-06-28,-99.03388888888888,19.257805555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
606,1996-06-28,-99.04283333333333,19.255277777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
607,1996-06-28,-99.03477777777778,19.25563888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
608,1996-06-28,-98.9858611111111,19.21175,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
609,1996-06-28,-98.98330555555556,19.21147222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
610,1996-06-28,-98.98180555555555,19.20777777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
611,1996-06-28,-98.98455555555556,19.209916666666665,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
612,1996-06-28,-98.98130555555555,19.210583333333332,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
613,1996-06-28,-98.97883333333334,19.207805555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
614,1996-06-28,-98.97463888888889,19.205277777777777,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
615,1996-06-28,-99.00527777777778,19.248055555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
616,1996-06-28,-98.9713888888889,19.211111111111112,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
617,1996-06-28,-99.06,19.375,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
618,1996-06-28,-98.96694444444445,19.20861111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
619,1996-06-28,-98.99397222222223,19.227416666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
620,1996-06-28,-98.99302777777778,19.222527777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
621,1996-06-28,-99.04777777777778,19.278055555555554,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
622,1996-06-28,-99.03944444444444,19.273055555555555,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
623,1996-06-28,-99.01444444444445,19.354444444444447,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
624,1996-06-28,-98.99916666666667,19.28666666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
625,1996-06-28,-99.05027777777778,19.284444444444446,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
626,1996-06-28,-99.00736111111111,19.29602777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
627,1996-06-28,-99.13441666666667,19.55063888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
628,1996-06-28,-99.13441666666667,19.55063888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
629,1996-06-28,-99.13441666666667,19.55063888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
630,1996-06-28,-99.11722222222221,19.4165,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,VENUSTIANO CARRANZA,1996
631,1996-06-28,-99.13897222222222,19.29813888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
632,1996-06-28,-99.13416666666667,19.2965,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
633,1996-06-28,-99.18661111111112,19.29563888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
634,1996-06-28,-99.21411111111111,19.331972222222223,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,LA MAGDALENA CONTRERAS,1996
635,1996-06-28,-99.16316666666667,19.489166666666666,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
636,1996-06-28,-99.15322222222223,19.491333333333333,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
637,1996-06-28,-99.18416666666667,19.486944444444447,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
638,1996-06-28,-99.04869444444444,19.361722222222223,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
639,1996-06-28,-99.10674999999999,19.333666666666666,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
640,1996-06-28,-99.22708333333334,19.405027777777775,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
641,1996-06-28,-99.15808333333334,19.27847222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
642,1996-06-28,-99.1511388888889,19.283972222222225,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
